
09:09:53.566 INFO ParseArchs(): Active architecture: i386

09:09:53.567 WARNING ExecuteTask(): org.intel.xrt_builder.Algorithms.BuildAppAlgorithm

09:09:53.569 INFO start(): Running command line: "[xcodebuild ARCHS=i386  -configuration Debug -sdk iphonesimulator8.4 -target Russian Checkers -project /Users/echuraev/Workspace/Projects/RussianCheckers/ios/xcode/Russian Checkers.xcodeproj]"
09:09:54.495 INFO run(): module "runXCodeBuild": out_stream: "write-file /Users/echuraev/Workspace/Projects/RussianCheckers/ios/build/xcode/Russian\ Checkers.build/Debug-iphonesimulator/Russian\ Checkers.build/Russian\ Checkers-all-target-headers.hmap"

09:09:54.495 INFO run(): module "runXCodeBuild": out_stream: "write-file /Users/echuraev/Workspace/Projects/RussianCheckers/ios/build/xcode/Russian\ Checkers.build/Debug-iphonesimulator/Russian\ Checkers.build/Russian\ Checkers-own-target-headers.hmap"

09:09:54.495 INFO run(): module "runXCodeBuild": out_stream: ""

09:09:54.495 INFO run(): module "runXCodeBuild": out_stream: "Create product structure"

09:09:54.495 INFO run(): module "runXCodeBuild": out_stream: "/bin/mkdir -p /Users/echuraev/Workspace/Projects/RussianCheckers/ios/build/xcode/Debug-iphonesimulator/Russian\ Checkers.app"

09:09:54.495 INFO run(): module "runXCodeBuild": out_stream: ""

09:09:54.496 INFO run(): module "runXCodeBuild": out_stream: "ProcessInfoPlistFile /Users/echuraev/Workspace/Projects/RussianCheckers/ios/build/xcode/Debug-iphonesimulator/Russian\ Checkers.app/Info.plist Russian\ Checkers/Info.plist"

09:09:54.496 INFO run(): module "runXCodeBuild": out_stream: "    cd /Users/echuraev/Workspace/Projects/RussianCheckers/ios/xcode"

09:09:54.496 INFO run(): module "runXCodeBuild": out_stream: "    export PATH="/Applications/Xcode.app/Contents/Developer/Platforms/iPhoneSimulator.platform/Developer/usr/bin:/Applications/Xcode.app/Contents/Developer/usr/bin:/usr/bin:/bin:/usr/sbin:/sbin""

09:09:54.496 INFO run(): module "runXCodeBuild": out_stream: "    builtin-infoPlistUtility /Users/echuraev/Workspace/Projects/RussianCheckers/ios/xcode/Russian\ Checkers/Info.plist -genpkginfo /Users/echuraev/Workspace/Projects/RussianCheckers/ios/build/xcode/Debug-iphonesimulator/Russian\ Checkers.app/PkgInfo -expandbuildsettings -format binary -platform iphonesimulator -o /Users/echuraev/Workspace/Projects/RussianCheckers/ios/build/xcode/Debug-iphonesimulator/Russian\ Checkers.app/Info.plist"

09:09:54.503 INFO run(): module "runXCodeBuild": out_stream: ""

09:09:54.511 INFO run(): module "runXCodeBuild": out_stream: "PhaseScriptExecution Compile\ Java\ Sources /Users/echuraev/Workspace/Projects/RussianCheckers/ios/build/xcode/Russian\ Checkers.build/Debug-iphonesimulator/Russian\ Checkers.build/Script-84DE782A397F3FE7046E28CA.sh"

09:09:54.511 INFO run(): module "runXCodeBuild": out_stream: "    cd /Users/echuraev/Workspace/Projects/RussianCheckers/ios/xcode"

09:09:54.512 INFO run(): module "runXCodeBuild": out_stream: "    /bin/sh -c \"/Users/echuraev/Workspace/Projects/RussianCheckers/ios/build/xcode/Russian\ Checkers.build/Debug-iphonesimulator/Russian\ Checkers.build/Script-84DE782A397F3FE7046E28CA.sh\""

09:09:54.635 INFO run(): module "runXCodeBuild": out_stream: "java version "1.8.0_51""

09:09:54.635 INFO run(): module "runXCodeBuild": out_stream: "Java(TM) SE Runtime Environment (build 1.8.0_51-b16)"

09:09:54.635 INFO run(): module "runXCodeBuild": out_stream: "Java HotSpot(TM) 64-Bit Server VM (build 25.51-b03, mixed mode)"

09:09:57.271 INFO run(): module "runXCodeBuild": out_stream: ":ios:compileJava"

09:09:57.325 INFO run(): module "runXCodeBuild": out_stream: ":ios:proguard"

09:09:57.325 INFO run(): module "runXCodeBuild": out_stream: ""

09:09:57.325 INFO run(): module "runXCodeBuild": out_stream: "Log file: "/Users/echuraev/Workspace/Projects/RussianCheckers/ios/build/logs/2015.08.24_09.09.57+0300_BUILD_PROGUARD_LOG.txt"."

09:09:58.779 INFO run(): module "runXCodeBuild": out_stream: ":ios:buildRetro"

09:09:58.779 INFO run(): module "runXCodeBuild": out_stream: ""

09:09:58.780 INFO run(): module "runXCodeBuild": out_stream: "Log file: "/Users/echuraev/Workspace/Projects/RussianCheckers/ios/build/logs/2015.08.24_09.09.58+0300_BUILD_RETRO_LOG.txt"."

09:09:59.177 INFO run(): module "runXCodeBuild": out_stream: ":ios:buildDex"

09:09:59.178 INFO run(): module "runXCodeBuild": out_stream: ""

09:09:59.178 INFO run(): module "runXCodeBuild": out_stream: "Log file: "/Users/echuraev/Workspace/Projects/RussianCheckers/ios/build/logs/2015.08.24_09.09.59+0300_BUILD_DEX_LOG.txt"."

09:09:59.726 INFO run(): module "runXCodeBuild": out_stream: ":ios:buildArtOat"

09:09:59.726 INFO run(): module "runXCodeBuild": out_stream: ""

09:09:59.726 INFO run(): module "runXCodeBuild": out_stream: "Log file: "/Users/echuraev/Workspace/Projects/RussianCheckers/ios/build/logs/2015.08.24_09.09.59+0300_BUILD_ART_OAT_LOG.txt"."

09:10:07.929 INFO run(): module "runXCodeBuild": out_stream: ":ios:buildPreregister"

09:10:07.929 INFO run(): module "runXCodeBuild": out_stream: ""

09:10:07.929 INFO run(): module "runXCodeBuild": out_stream: "Log file: "/Users/echuraev/Workspace/Projects/RussianCheckers/ios/build/logs/2015.08.24_09.10.07+0300_BUILD_PREREGISTER_LOG.txt"."

09:10:07.940 INFO run(): module "runXCodeBuild": out_stream: ""

09:10:07.942 INFO run(): module "runXCodeBuild": out_stream: "BUILD SUCCESSFUL"

09:10:07.943 INFO run(): module "runXCodeBuild": out_stream: ""

09:10:07.943 INFO run(): module "runXCodeBuild": out_stream: "Total time: 13.222 secs"

09:10:10.024 INFO run(): module "runXCodeBuild": out_stream: ""

09:10:10.026 INFO run(): module "runXCodeBuild": out_stream: "CpResource Russian\ Checkers/preregister.txt /Users/echuraev/Workspace/Projects/RussianCheckers/ios/build/xcode/Debug-iphonesimulator/Russian\ Checkers.app/preregister.txt"

09:10:10.026 INFO run(): module "runXCodeBuild": out_stream: "    cd /Users/echuraev/Workspace/Projects/RussianCheckers/ios/xcode"

09:10:10.026 INFO run(): module "runXCodeBuild": out_stream: "    export PATH="/Applications/Xcode.app/Contents/Developer/Platforms/iPhoneSimulator.platform/Developer/usr/bin:/Applications/Xcode.app/Contents/Developer/usr/bin:/usr/bin:/bin:/usr/sbin:/sbin""

09:10:10.026 INFO run(): module "runXCodeBuild": out_stream: "    builtin-copy -exclude .DS_Store -exclude CVS -exclude .svn -exclude .git -exclude .hg -resolve-src-symlinks /Users/echuraev/Workspace/Projects/RussianCheckers/ios/xcode/Russian\ Checkers/preregister.txt /Users/echuraev/Workspace/Projects/RussianCheckers/ios/build/xcode/Debug-iphonesimulator/Russian\ Checkers.app"

09:10:10.027 INFO run(): module "runXCodeBuild": out_stream: ""

09:10:10.028 INFO run(): module "runXCodeBuild": out_stream: "CompileC /Users/echuraev/Workspace/Projects/RussianCheckers/ios/build/xcode/Russian\ Checkers.build/Debug-iphonesimulator/Russian\ Checkers.build/Objects-normal/i386/main.o Russian\ Checkers/main.cpp normal i386 c++ com.apple.compilers.llvm.clang.1_0.compiler"

09:10:10.028 INFO run(): module "runXCodeBuild": out_stream: "    cd /Users/echuraev/Workspace/Projects/RussianCheckers/ios/xcode"

09:10:10.028 INFO run(): module "runXCodeBuild": out_stream: "    export LANG=en_US.US-ASCII"

09:10:10.028 INFO run(): module "runXCodeBuild": out_stream: "    export PATH="/Applications/Xcode.app/Contents/Developer/Platforms/iPhoneSimulator.platform/Developer/usr/bin:/Applications/Xcode.app/Contents/Developer/usr/bin:/usr/bin:/bin:/usr/sbin:/sbin""

09:10:10.029 INFO run(): module "runXCodeBuild": out_stream: "    /Applications/Xcode.app/Contents/Developer/Toolchains/XcodeDefault.xctoolchain/usr/bin/clang -x c++ -arch i386 -fmessage-length=0 -fdiagnostics-show-note-include-stack -fmacro-backtrace-limit=0 -std=gnu++11 -stdlib=libc++ -fmodules -fmodules-prune-interval=86400 -fmodules-prune-after=345600 -fbuild-session-file=/var/folders/23/d0j43by52g151w9wdzcccgq00000gn/C/org.llvm.clang/ModuleCache/Session.modulevalidation -fmodules-validate-once-per-build-session -Wnon-modular-include-in-framework-module -Werror=non-modular-include-in-framework-module -Wno-trigraphs -fpascal-strings -O0 -mdynamic-no-pic -Wno-missing-field-initializers -Wno-missing-prototypes -Werror=return-type -Wunreachable-code -Werror=deprecated-objc-isa-usage -Werror=objc-root-class -Wno-non-virtual-dtor -Wno-overloaded-virtual -Wno-exit-time-destructors -Wno-missing-braces -Wparentheses -Wswitch -Wunused-function -Wno-unused-label -Wno-unused-parameter -Wunused-variable -Wunused-value -Wempty-body -Wconditional-uninitialized -Wno-unknown-pragmas -Wno-shadow -Wno-four-char-constants -Wno-conversion -Wconstant-conversion -Wint-conversion -Wbool-conversion -Wenum-conversion -Wshorten-64-to-32 -Wno-newline-eof -Wno-c++11-extensions -DDEBUG=1 -isysroot /Applications/Xcode.app/Contents/Developer/Platforms/iPhoneSimulator.platform/Developer/SDKs/iPhoneSimulator8.4.sdk -fexceptions -fasm-blocks -fstrict-aliasing -Wdeprecated-declarations -Winvalid-offsetof -g -fvisibility-inlines-hidden -Wno-sign-conversion -mios-simulator-version-min=8.0 -iquote /Users/echuraev/Workspace/Projects/RussianCheckers/ios/build/xcode/Russian\ Checkers.build/Debug-iphonesimulator/Russian\ Checkers.build/Russian\ Checkers-generated-files.hmap -I/Users/echuraev/Workspace/Projects/RussianCheckers/ios/build/xcode/Russian\ Checkers.build/Debug-iphonesimulator/Russian\ Checkers.build/Russian\ Checkers-own-target-headers.hmap -I/Users/echuraev/Workspace/Projects/RussianCheckers/ios/build/xcode/Russian\ Checkers.build/Debug-iphonesimulator/Russian\ Checkers.build/Russian\ Checkers-all-target-headers.hmap -iquote /Users/echuraev/Workspace/Projects/RussianCheckers/ios/build/xcode/Russian\ Checkers.build/Debug-iphonesimulator/Russian\ Checkers.build/Russian\ Checkers-project-headers.hmap -I/Users/echuraev/Workspace/Projects/RussianCheckers/ios/build/xcode/Debug-iphonesimulator/include -I/Applications/Xcode.app/Contents/Developer/Toolchains/XcodeDefault.xctoolchain/usr/include -I/Users/echuraev/Workspace/Projects/RussianCheckers/ios/build/xcode/Russian\ Checkers.build/Debug-iphonesimulator/Russian\ Checkers.build/DerivedSources/i386 -I/Users/echuraev/Workspace/Projects/RussianCheckers/ios/build/xcode/Russian\ Checkers.build/Debug-iphonesimulator/Russian\ Checkers.build/DerivedSources -F/Users/echuraev/Workspace/Projects/RussianCheckers/ios/build/xcode/Debug-iphonesimulator -F/Applications/Intel/INDE/multi_os_engine/sdk/iphonesimulator -MMD -MT dependencies -MF /Users/echuraev/Workspace/Projects/RussianCheckers/ios/build/xcode/Russian\ Checkers.build/Debug-iphonesimulator/Russian\ Checkers.build/Objects-normal/i386/main.d --serialize-diagnostics /Users/echuraev/Workspace/Projects/RussianCheckers/ios/build/xcode/Russian\ Checkers.build/Debug-iphonesimulator/Russian\ Checkers.build/Objects-normal/i386/main.dia -c /Users/echuraev/Workspace/Projects/RussianCheckers/ios/xcode/Russian\ Checkers/main.cpp -o /Users/echuraev/Workspace/Projects/RussianCheckers/ios/build/xcode/Russian\ Checkers.build/Debug-iphonesimulator/Russian\ Checkers.build/Objects-normal/i386/main.o"

09:10:10.236 INFO run(): module "runXCodeBuild": out_stream: ""

09:10:10.238 INFO run(): module "runXCodeBuild": out_stream: "Ld /Users/echuraev/Workspace/Projects/RussianCheckers/ios/build/xcode/Debug-iphonesimulator/Russian\ Checkers.app/Russian\ Checkers normal i386"

09:10:10.238 INFO run(): module "runXCodeBuild": out_stream: "    cd /Users/echuraev/Workspace/Projects/RussianCheckers/ios/xcode"

09:10:10.238 INFO run(): module "runXCodeBuild": out_stream: "    export IPHONEOS_DEPLOYMENT_TARGET=8.0"

09:10:10.238 INFO run(): module "runXCodeBuild": out_stream: "    export PATH="/Applications/Xcode.app/Contents/Developer/Platforms/iPhoneSimulator.platform/Developer/usr/bin:/Applications/Xcode.app/Contents/Developer/usr/bin:/usr/bin:/bin:/usr/sbin:/sbin""

09:10:10.238 INFO run(): module "runXCodeBuild": out_stream: "    /Applications/Xcode.app/Contents/Developer/Toolchains/XcodeDefault.xctoolchain/usr/bin/clang++ -arch i386 -isysroot /Applications/Xcode.app/Contents/Developer/Platforms/iPhoneSimulator.platform/Developer/SDKs/iPhoneSimulator8.4.sdk -L/Users/echuraev/Workspace/Projects/RussianCheckers/ios/build/xcode/Debug-iphonesimulator -F/Users/echuraev/Workspace/Projects/RussianCheckers/ios/build/xcode/Debug-iphonesimulator -F/Applications/Intel/INDE/multi_os_engine/sdk/iphonesimulator -filelist /Users/echuraev/Workspace/Projects/RussianCheckers/ios/build/xcode/Russian\ Checkers.build/Debug-iphonesimulator/Russian\ Checkers.build/Objects-normal/i386/Russian\ Checkers.LinkFileList -Xlinker -rpath -Xlinker /Applications/Intel/INDE/multi_os_engine/sdk/iphonesimulator -Xlinker -rpath -Xlinker @executable_path/Frameworks -Xlinker -objc_abi_version -Xlinker 2 -sectcreate __OATDATA __oatdata /Users/echuraev/Workspace/Projects/RussianCheckers/ios/xcode/../build/art/i386/application.oat -sectcreate __ARTDATA __artdata /Users/echuraev/Workspace/Projects/RussianCheckers/ios/xcode/../build/art/i386/image.art -segprot __OATDATA rwx rx -segprot __ARTDATA rwx rw -pagezero_size 1000 -lstdc++ -stdlib=libc++ -Xlinker -no_implicit_dylibs -mios-simulator-version-min=8.0 -framework MOE -Xlinker -dependency_info -Xlinker /Users/echuraev/Workspace/Projects/RussianCheckers/ios/build/xcode/Russian\ Checkers.build/Debug-iphonesimulator/Russian\ Checkers.build/Objects-normal/i386/Russian\ Checkers_dependency_info.dat -o /Users/echuraev/Workspace/Projects/RussianCheckers/ios/build/xcode/Debug-iphonesimulator/Russian\ Checkers.app/Russian\ Checkers"

09:10:10.425 INFO run(): module "runXCodeBuild": out_stream: ""

09:10:10.428 INFO run(): module "runXCodeBuild": out_stream: "GenerateDSYMFile /Users/echuraev/Workspace/Projects/RussianCheckers/ios/build/xcode/Debug-iphonesimulator/Russian\ Checkers.app.dSYM /Users/echuraev/Workspace/Projects/RussianCheckers/ios/build/xcode/Debug-iphonesimulator/Russian\ Checkers.app/Russian\ Checkers"

09:10:10.428 INFO run(): module "runXCodeBuild": out_stream: "    cd /Users/echuraev/Workspace/Projects/RussianCheckers/ios/xcode"

09:10:10.428 INFO run(): module "runXCodeBuild": out_stream: "    export PATH="/Applications/Xcode.app/Contents/Developer/Platforms/iPhoneSimulator.platform/Developer/usr/bin:/Applications/Xcode.app/Contents/Developer/usr/bin:/usr/bin:/bin:/usr/sbin:/sbin""

09:10:10.428 INFO run(): module "runXCodeBuild": out_stream: "    /Applications/Xcode.app/Contents/Developer/Toolchains/XcodeDefault.xctoolchain/usr/bin/dsymutil /Users/echuraev/Workspace/Projects/RussianCheckers/ios/build/xcode/Debug-iphonesimulator/Russian\ Checkers.app/Russian\ Checkers -o /Users/echuraev/Workspace/Projects/RussianCheckers/ios/build/xcode/Debug-iphonesimulator/Russian\ Checkers.app.dSYM"

09:10:10.461 INFO run(): module "runXCodeBuild": out_stream: ""

09:10:10.462 INFO run(): module "runXCodeBuild": out_stream: "PBXCp /Applications/Intel/INDE/multi_os_engine/sdk/iphonesimulator/MOE.framework /Users/echuraev/Workspace/Projects/RussianCheckers/ios/build/xcode/Debug-iphonesimulator/Russian\ Checkers.app/Frameworks/MOE.framework"

09:10:10.462 INFO run(): module "runXCodeBuild": out_stream: "    cd /Users/echuraev/Workspace/Projects/RussianCheckers/ios/xcode"

09:10:10.462 INFO run(): module "runXCodeBuild": out_stream: "    export PATH="/Applications/Xcode.app/Contents/Developer/Platforms/iPhoneSimulator.platform/Developer/usr/bin:/Applications/Xcode.app/Contents/Developer/usr/bin:/usr/bin:/bin:/usr/sbin:/sbin""

09:10:10.463 INFO run(): module "runXCodeBuild": out_stream: "    builtin-copy -exclude .DS_Store -exclude CVS -exclude .svn -exclude .git -exclude .hg -exclude Headers -exclude PrivateHeaders -exclude Modules -resolve-src-symlinks /Applications/Intel/INDE/multi_os_engine/sdk/iphonesimulator/MOE.framework /Users/echuraev/Workspace/Projects/RussianCheckers/ios/build/xcode/Debug-iphonesimulator/Russian\ Checkers.app/Frameworks"

09:10:10.584 INFO run(): module "runXCodeBuild": out_stream: ""

09:10:10.585 INFO run(): module "runXCodeBuild": out_stream: "Touch /Users/echuraev/Workspace/Projects/RussianCheckers/ios/build/xcode/Debug-iphonesimulator/Russian\ Checkers.app"

09:10:10.585 INFO run(): module "runXCodeBuild": out_stream: "    cd /Users/echuraev/Workspace/Projects/RussianCheckers/ios/xcode"

09:10:10.586 INFO run(): module "runXCodeBuild": out_stream: "    export PATH="/Applications/Xcode.app/Contents/Developer/Platforms/iPhoneSimulator.platform/Developer/usr/bin:/Applications/Xcode.app/Contents/Developer/usr/bin:/usr/bin:/bin:/usr/sbin:/sbin""

09:10:10.586 INFO run(): module "runXCodeBuild": out_stream: "    /usr/bin/touch -c /Users/echuraev/Workspace/Projects/RussianCheckers/ios/build/xcode/Debug-iphonesimulator/Russian\ Checkers.app"

09:10:10.591 INFO run(): module "runXCodeBuild": out_stream: ""

09:10:10.593 INFO run(): module "runXCodeBuild": out_stream: "** BUILD SUCCEEDED **"

09:10:10.593 INFO run(): module "runXCodeBuild": out_stream: ""
